DWRName,DWRCode,model.name,term,estimate,std.error,statistic,p.value
South Lahontan,7,da.sq.mi + precip.in,(Intercept),-4.545324155115291,1.1075617771859558,-4.103901243923252,0.006329559713875894
South Lahontan,7,da.sq.mi + precip.in,da.sq.mi,1.00130413067802,0.20028685411296152,4.999350232508449,0.0024539288684240464
South Lahontan,7,da.sq.mi + precip.in,precip.in,3.4641288607150607,0.7084606324089354,4.889656111075918,0.0027393517441900578
South Lahontan,7,da.sq.mi + elev.ft + precip.in,(Intercept),-10.427511921683829,3.9608359564679927,-2.6326543275936083,0.046384678375126345
South Lahontan,7,da.sq.mi + elev.ft + precip.in,da.sq.mi,0.90305409145292,0.1918826623835379,4.706282893072862,0.005307215869871434
South Lahontan,7,da.sq.mi + elev.ft + precip.in,elev.ft,1.970898392789367,1.284106564464555,1.534840212900235,0.18541273452481632
South Lahontan,7,da.sq.mi + elev.ft + precip.in,precip.in,2.2612856288320122,1.0117226500696128,2.2350845151844942,0.0756802122409652
South Lahontan,7,da.sq.mi + relief.ft + precip.in,(Intercept),-9.605441690258028,2.395391822642944,-4.00996680353526,0.010221860353322067
South Lahontan,7,da.sq.mi + relief.ft + precip.in,da.sq.mi,0.7505512833607095,0.19002096255206052,3.9498341303006455,0.01085254385258968
South Lahontan,7,da.sq.mi + relief.ft + precip.in,relief.ft,1.6107405160227153,0.7124948193944382,2.2607048811831527,0.0732869537833229
South Lahontan,7,da.sq.mi + relief.ft + precip.in,precip.in,2.980965674265702,0.5861120624153795,5.085999530501185,0.0038150249491194343
South Lahontan,7,da.sq.mi + slope.pct + precip.in,(Intercept),-9.150576937225596,1.9682123422040865,-4.649181768151295,0.005586242814554334
South Lahontan,7,da.sq.mi + slope.pct + precip.in,da.sq.mi,1.3940270165504463,0.21064865426477966,6.617782683758293,0.0011856562323725368
South Lahontan,7,da.sq.mi + slope.pct + precip.in,slope.pct,3.513562922508888,1.372614718782819,2.5597590310153295,0.050661425176966035
South Lahontan,7,da.sq.mi + slope.pct + precip.in,precip.in,2.3939670484032107,0.6598985079638555,3.627780665529759,0.015095676792229057
South Lahontan,7,da.sq.mi + elev.ft + slope.pct + precip.in,(Intercept),-11.786979039807525,3.2122048184341665,-3.66943570103766,0.021401767871086823
South Lahontan,7,da.sq.mi + elev.ft + slope.pct + precip.in,da.sq.mi,1.2724971376807104,0.23993696749691049,5.3034642846234,0.006072941158458006
South Lahontan,7,da.sq.mi + elev.ft + slope.pct + precip.in,elev.ft,1.13797030343631,1.100266737156416,1.034267659837956,0.35943988151396156
South Lahontan,7,da.sq.mi + elev.ft + slope.pct + precip.in,slope.pct,2.933804037748823,1.4739000126600035,1.9905041132702586,0.11738301376893175
South Lahontan,7,da.sq.mi + elev.ft + slope.pct + precip.in,precip.in,1.8760445917089723,0.8247674634064304,2.2746345787703457,0.08529004271667934
South Lahontan,7,da.sq.mi + relief.ft + slope.pct + precip.in,(Intercept),-9.962373587568104,2.393908282910657,-4.161551910190667,0.014127414633576437
South Lahontan,7,da.sq.mi + relief.ft + slope.pct + precip.in,da.sq.mi,1.14815142793812,0.4218229552446663,2.7218799111398946,0.052884121215203535
South Lahontan,7,da.sq.mi + relief.ft + slope.pct + precip.in,relief.ft,0.7439183120938999,1.0837913520572733,0.6864036243523997,0.5301792650888355
South Lahontan,7,da.sq.mi + relief.ft + slope.pct + precip.in,slope.pct,2.3499074921632324,2.231801813729106,1.0529194293631228,0.35177801519968116
South Lahontan,7,da.sq.mi + relief.ft + slope.pct + precip.in,precip.in,2.5252452309110276,0.7235687318572342,3.489986672626531,0.02512315052555395
South Lahontan,7,da.sq.mi + precip.in.8,(Intercept),-3.89230405501619,1.7387251499736207,-2.2385965114010355,0.06647523941311485
South Lahontan,7,da.sq.mi + precip.in.8,da.sq.mi,0.6590167836543189,0.2886051764133158,2.2834544821556877,0.06250276105523504
South Lahontan,7,da.sq.mi + precip.in.8,precip.in.8,4.348411481646787,1.606098843872862,2.707437028695729,0.0352258805283248
South Lahontan,7,da.sq.mi + elev.ft.8 + precip.in.8,(Intercept),-9.497341880787914,7.186707291463194,-1.3215150548943926,0.24356640939386925
South Lahontan,7,da.sq.mi + elev.ft.8 + precip.in.8,da.sq.mi,0.5376525720388308,0.33344276313722543,1.612428372954565,0.16778692789846383
South Lahontan,7,da.sq.mi + elev.ft.8 + precip.in.8,elev.ft.8,2.5306515202629574,3.142279147264248,0.805355412954387,0.457187635314198
South Lahontan,7,da.sq.mi + elev.ft.8 + precip.in.8,precip.in.8,0.961115804659643,4.519973472361097,0.2126374879270221,0.8400069683122582
South Lahontan,7,da.sq.mi + relief.ft.8 + precip.in.8,(Intercept),-10.792889600565438,9.153035608010928,-1.1791595775197548,0.2913826759910001
South Lahontan,7,da.sq.mi + relief.ft.8 + precip.in.8,da.sq.mi,0.5641262581453901,0.3234346383261345,1.7441739111954817,0.14158134440666845
South Lahontan,7,da.sq.mi + relief.ft.8 + precip.in.8,relief.ft.8,1.7518974591587453,2.2783063156920416,0.7689472864523934,0.4766569777669108
South Lahontan,7,da.sq.mi + relief.ft.8 + precip.in.8,precip.in.8,4.495684008004016,1.674753558458662,2.6843854042272115,0.04359060641974446
South Lahontan,7,da.sq.mi + slope.pct.8 + precip.in.8,(Intercept),-4.2798762868864655,1.860948819006951,-2.299835569454465,0.06978679312798237
South Lahontan,7,da.sq.mi + slope.pct.8 + precip.in.8,da.sq.mi,0.5530286622228908,0.32669588869076033,1.6927934552196637,0.1512757097740245
South Lahontan,7,da.sq.mi + slope.pct.8 + precip.in.8,slope.pct.8,1.009416214433085,1.2747775709267528,0.7918371310057233,0.4643470283188231
South Lahontan,7,da.sq.mi + slope.pct.8 + precip.in.8,precip.in.8,3.6741801674915413,1.8642844031729116,1.9708259969553383,0.10581215967412877
South Lahontan,7,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,(Intercept),-8.43687515163911,32.43716426444391,-0.26009903587309624,0.8076271564370874
South Lahontan,7,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,da.sq.mi,0.5398892002481303,0.37859450452182347,1.4260354912706061,0.2270044500013856
South Lahontan,7,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,elev.ft.8,2.0146951700939155,15.688475972594565,0.12841879438214956,0.9040153848968323
South Lahontan,7,da.sq.mi + elev.ft.8 + slope.pct.8 + precip.in.8,slope.pct.8,0.21435782882050067,6.352413928577317,0.03374431062437207,0.9746977689753868
